NIM,Angkatan,Semester,IPK,SKS_Lulus,Mengulang,Absensi,Status_Pembayaran,Status_DO
20221211,2022,3,2.98,121,3,96,1,0
20221212,2022,2,2.92,87,2,89,1,0
20221213,2023,3,3.28,132,0,88,1,0
20221214,2021,8,3.43,82,0,82,0,0
20221215,2021,8,2.06,55,3,93,0,1
20221216,2023,5,1.84,74,0,66,0,1
20221217,2022,4,3.18,92,0,68,1,0
20221218,2023,3,2.4,73,2,63,1,0
20221219,2023,7,3.05,42,2,61,1,0
20221220,2023,8,2.1,107,0,86,0,1
20221221,2021,4,2.74,44,2,92,1,0
20221222,2023,2,2.81,49,4,91,0,1
20221223,2021,6,2.97,91,3,96,1,0
20221224,2021,6,2.83,68,4,86,0,1
20221225,2021,8,2.79,135,4,87,1,0
20221226,2022,4,2.47,70,0,62,0,1
20221227,2021,8,1.94,105,0,95,0,1
20221228,2021,6,1.98,115,4,67,1,1
20221229,2022,3,2.67,130,4,96,1,0
20221230,2021,4,2.51,108,1,97,0,0
20221231,2023,5,2.83,76,1,81,1,0
20221232,2023,3,2.41,66,3,73,1,1
20221233,2021,3,3.18,126,4,74,0,1
20221234,2022,3,3.53,72,2,63,0,1
20221235,2023,5,2.4,107,1,77,0,0
20221236,2022,2,2.19,98,0,60,1,1
20221237,2022,7,2.03,103,4,71,0,1
20221238,2023,8,3.03,124,2,76,1,0
20221239,2022,6,2.69,127,2,78,1,0
20221240,2023,8,2.18,83,2,95,0,1
20221241,2022,4,3.11,134,0,66,1,0
20221242,2023,2,2.1,127,1,68,1,1
20221243,2021,4,2.91,88,2,67,0,1
20221244,2023,8,2.85,92,1,84,0,0
20221245,2023,6,3.27,113,3,66,1,1
20221246,2023,5,1.91,88,0,67,0,1
20221247,2023,8,3.58,105,1,83,0,0
20221248,2022,3,3.21,134,1,76,1,0
20221249,2021,8,2.23,102,2,71,0,1
20221250,2023,3,2.17,64,2,90,0,1
20221251,2022,5,2.66,43,0,71,1,0
20221252,2021,8,3.44,90,1,61,1,1
20221253,2021,2,3.49,50,4,71,1,1
20221254,2021,2,2.84,56,2,86,0,0
20221255,2021,4,3.52,105,2,66,0,1
20221256,2023,5,1.81,109,3,72,1,1
20221257,2023,2,1.87,112,0,95,0,1
20221258,2022,8,3.62,108,1,60,0,1
20221259,2022,5,3.35,123,1,94,0,0
20221260,2022,6,2.7,68,1,89,0,0
20221261,2021,3,3.31,124,2,90,1,0
20221262,2021,8,3.71,112,0,76,1,0
20221263,2023,3,3.34,131,1,67,0,1
20221264,2021,3,3.48,111,4,62,0,1
20221265,2021,5,3.32,134,3,69,0,1
20221266,2021,5,2.14,59,3,93,1,1
20221267,2022,4,3.47,66,1,81,1,0
20221268,2022,3,2.19,47,2,63,1,1
20221269,2023,4,3.59,124,3,91,1,0
20221270,2021,3,2.72,100,3,88,1,0
20221271,2021,4,3.15,67,3,70,0,1
20221272,2023,4,2.79,126,3,72,0,1
20221273,2021,6,1.99,109,1,63,1,1
20221274,2021,4,2.38,42,0,61,1,1
20221275,2022,5,3.77,108,0,93,0,0
20221276,2023,4,3.72,112,2,81,1,0
20221277,2023,3,2.44,46,4,64,0,1
20221278,2023,4,3.79,99,0,68,1,0
20221279,2023,2,3.49,43,4,79,0,1
20221280,2022,7,3.02,44,0,80,1,0
20221281,2022,3,1.88,50,0,76,0,1
20221282,2021,2,3.6,54,2,71,0,1
20221283,2021,3,2.91,103,3,87,1,0
20221284,2021,5,3.54,137,2,77,1,0
20221285,2021,7,3.47,52,0,62,1,0
20221286,2022,7,3.47,46,3,64,1,1
20221287,2023,5,3.2,45,3,73,1,1
20221288,2022,7,2.38,95,3,85,0,1
20221289,2021,5,2.47,103,4,78,1,0
20221290,2022,2,2.42,89,0,76,1,0
20221291,2023,6,1.84,69,1,98,1,1
20221292,2023,3,2.97,61,2,63,1,0
20221293,2022,5,3.2,64,4,94,0,1
20221294,2022,3,3.51,67,2,83,1,0
20221295,2022,2,2.08,123,1,72,1,1
20221296,2021,6,2.89,78,3,92,1,0
20221297,2022,2,1.82,106,1,74,1,1
20221298,2022,7,1.99,44,2,74,0,1
20221299,2022,3,1.91,104,1,90,0,1
20221300,2023,8,3.25,54,0,87,0,0
20221301,2023,6,1.96,129,1,69,0,1
20221302,2021,7,3.23,106,0,66,0,1
20221303,2021,6,2.3,79,1,92,1,0
20221304,2023,7,3.56,137,0,66,0,1
20221305,2023,2,3.43,108,0,64,0,1
20221306,2023,5,3.72,134,1,85,1,0
20221307,2022,3,3.57,116,4,75,0,1
20221308,2022,4,3.67,82,3,67,0,1
20221309,2023,4,3.52,40,3,81,0,1
20221310,2022,2,3.19,61,3,93,0,1
20221311,2022,3,2.14,101,0,99,1,0
20221312,2021,3,2.34,118,3,87,0,1
20221313,2023,2,2.23,65,0,95,0,1
20221314,2023,3,3.01,57,4,66,0,1
20221315,2022,5,2.81,87,1,99,0,0
20221316,2023,2,3.53,48,1,87,0,0
20221317,2021,5,3.71,40,0,61,1,0
20221318,2021,3,2.61,48,0,68,0,1
20221319,2021,2,2.81,62,4,65,0,1
20221320,2023,3,3.74,84,3,60,1,1
20221321,2023,2,2.35,41,4,62,1,1
20221322,2023,3,3.38,53,1,69,0,1
20221323,2023,5,2.25,77,1,96,1,0
20221324,2023,8,3.16,79,3,82,0,1
20221325,2021,5,2.31,102,1,92,0,1
20221326,2022,3,3.57,121,0,68,0,1
20221327,2021,2,2.92,55,1,72,0,1
20221328,2023,4,2.17,132,2,87,1,0
20221329,2021,5,2.25,114,3,66,1,1
20221330,2023,5,2.79,45,3,85,1,0
20221331,2023,7,3.72,42,3,75,1,0
20221332,2021,4,3.34,53,2,99,0,0
20221333,2023,3,2.78,105,4,85,0,1
20221334,2022,8,2.48,135,0,98,0,0
20221335,2023,2,2.9,134,3,91,1,0
20221336,2022,7,3.3,114,1,95,0,0
20221337,2022,3,3.37,125,0,60,0,1
20221338,2023,6,2.45,106,1,80,0,0
20221339,2021,8,3.24,70,0,72,1,1
20221340,2022,5,3.12,72,0,85,1,0
20221341,2021,6,3.72,127,1,68,1,0
20221342,2022,5,3.66,40,1,96,1,0
20221343,2023,5,3.38,83,0,82,0,0
20221344,2023,6,3.25,54,3,60,0,1
20221345,2022,8,2.35,76,1,61,0,1
20221346,2023,6,3.49,66,2,87,0,0
20221347,2022,3,2.66,87,2,95,1,0
20221348,2023,7,2.34,66,0,90,0,1
20221349,2021,7,2.57,51,4,64,0,1
20221350,2023,6,3.47,106,0,96,1,0
20221351,2021,3,2.1,69,0,84,0,1
20221352,2023,7,2.71,135,3,67,0,1
20221353,2021,3,2.78,126,3,93,1,0
20221354,2023,3,1.87,105,4,98,1,1
20221355,2021,5,2.19,46,4,91,0,1
20221356,2022,7,3.45,73,4,70,0,1
20221357,2022,7,3.46,71,4,84,0,1
20221358,2021,5,2.38,78,4,62,0,1
20221359,2023,6,3.55,135,0,91,0,0
20221360,2021,5,3.34,82,0,94,1,0
20221361,2023,7,2.64,82,2,91,0,0
20221362,2022,7,3.3,117,2,93,0,0
20221363,2023,8,3.72,42,1,96,0,0
20221364,2022,6,2.72,85,0,64,0,1
20221365,2023,5,2.28,71,4,87,0,1
20221366,2023,2,3.68,82,1,87,0,0
20221367,2023,2,3.01,139,3,67,0,1
20221368,2021,6,2.01,120,0,86,0,1
20221369,2021,5,2.95,42,2,75,0,0
20221370,2022,5,2.8,113,0,77,1,0
20221371,2022,3,3.51,102,0,84,1,0
20221372,2021,7,2.86,79,0,60,0,1
20221373,2022,4,2.31,57,0,67,0,1
20221374,2021,8,3.15,106,3,80,0,1
20221375,2023,6,2.89,101,2,93,0,1
20221376,2022,4,2.27,49,0,83,0,1
20221377,2022,4,2.95,91,3,96,0,1
20221378,2021,6,3.44,112,1,85,1,0
20221379,2022,5,1.86,85,0,73,0,1
20221380,2022,6,3.06,94,3,88,1,0
20221381,2023,4,2.5,85,4,89,1,0
20221382,2022,7,2.39,114,1,62,1,1
20221383,2023,8,2.59,99,2,66,1,0
20221384,2021,8,2.48,136,0,95,1,0
20221385,2022,7,3.46,139,0,70,1,0
20221386,2023,7,2.35,65,3,91,1,1
20221387,2021,5,3.27,66,2,71,1,0
20221388,2022,2,1.99,77,4,74,1,1
20221389,2021,6,3.7,61,1,97,0,0
20221390,2022,8,3.04,65,2,83,0,0
20221391,2021,7,3.21,125,0,60,1,0
20221392,2021,6,2.4,108,3,77,1,0
20221393,2023,8,2.62,74,4,66,1,1
20221394,2021,7,2.25,105,3,61,0,1
20221395,2022,8,3.67,138,1,99,0,0
20221396,2022,5,2.78,112,2,90,1,0
20221397,2023,2,3.06,90,3,92,1,1
20221398,2022,2,3.27,57,3,89,1,0
20221399,2022,7,2.54,82,0,90,1,0
20221400,2022,8,3.24,51,3,93,1,0
20221401,2021,5,3.15,42,4,66,1,1
20221402,2021,3,3.21,121,2,84,0,0
20221403,2022,6,2.78,46,1,75,0,0
20221404,2023,6,2.57,136,3,81,0,1
20221405,2021,4,2.24,45,4,95,1,1
20221406,2023,5,3.45,121,1,86,1,0
20221407,2022,8,3.02,84,4,76,0,1
20221408,2022,4,2.69,125,3,63,0,1
20221409,2021,7,3.69,78,3,94,1,0
20221410,2022,8,1.9,90,2,81,0,1
20221411,2021,4,3.5,48,0,94,0,0
20221412,2022,2,3.8,138,4,74,0,1
20221413,2022,6,3.57,62,0,99,0,0
20221414,2021,8,3.42,51,0,80,1,0
20221415,2021,4,2.55,127,1,72,1,0
20221416,2021,2,2.26,101,1,70,1,1
20221417,2022,5,3.27,112,4,86,1,0
20221418,2022,4,2.41,116,0,90,0,1
20221419,2023,7,2.15,79,2,91,0,1
20221420,2021,7,3.37,93,0,89,0,0
20221421,2022,7,2.43,120,1,77,1,0
20221422,2022,8,3.63,46,0,75,1,0
20221423,2021,6,3.48,56,3,94,1,0
20221424,2023,4,3.5,89,3,68,1,1
20221425,2021,5,3.34,63,2,98,0,0
20221426,2023,4,3.56,41,4,96,1,0
20221427,2022,6,3.41,138,0,69,0,1
20221428,2023,2,3.01,131,3,71,0,1
20221429,2022,6,2.39,122,4,67,0,1
20221430,2021,7,3.58,72,3,62,1,1
20221431,2021,8,3.48,60,4,78,1,0
20221432,2021,2,2.75,113,4,70,0,1
20221433,2023,8,1.88,92,3,67,0,1
20221434,2022,7,3.08,85,1,85,1,0
20221435,2021,3,1.9,84,4,82,1,1
20221436,2021,6,3.65,48,0,69,1,0
20221437,2022,6,3.72,45,3,77,1,0
20221438,2021,5,2.18,90,1,71,0,1
20221439,2022,4,3.15,74,3,98,0,1
20221440,2022,2,1.98,121,2,85,0,1
20221441,2022,8,3.26,92,0,70,0,1
20221442,2022,2,2.49,58,2,69,0,1
20221443,2022,5,3.16,108,4,62,0,1
20221444,2023,5,2.55,64,4,66,1,1
20221445,2021,8,2.09,50,2,63,0,1
20221446,2023,4,2.61,113,2,99,1,0
20221447,2021,8,2.03,56,4,67,1,1
20221448,2023,8,2.95,75,1,97,0,1
20221449,2022,7,1.88,129,0,72,1,1
20221450,2021,4,2.85,134,3,71,0,1
20221451,2021,6,3.57,135,2,94,0,0
20221452,2023,7,3.48,60,0,97,1,0
20221453,2023,3,3.57,57,3,95,1,1
20221454,2021,4,3.64,99,3,61,1,1
20221455,2023,5,2.01,57,2,74,1,1
20221456,2023,7,2.06,40,1,93,1,1
20221457,2023,4,2.91,53,1,98,1,0
20221458,2022,2,3.59,47,0,85,1,0
20221459,2022,8,3.75,105,0,64,1,0
20221460,2023,3,1.89,90,4,84,1,1
20221461,2023,6,2.51,118,1,93,0,0
20221462,2022,8,2.23,99,0,63,0,1
20221463,2022,2,3.31,73,4,93,1,0
20221464,2021,2,3.08,75,3,86,1,0
20221465,2021,3,2.04,101,0,88,1,0
20221466,2022,6,2.77,40,4,64,0,1
20221467,2023,5,3.17,124,1,77,0,0
20221468,2023,7,3.36,81,3,63,1,1
20221469,2023,6,1.84,40,0,60,1,1
20221470,2023,4,3.58,135,1,79,1,0
20221471,2021,2,2.94,123,3,65,1,1
20221472,2022,4,3.42,93,2,79,0,0
20221473,2023,5,3.42,86,1,79,0,0
20221474,2021,4,2.18,139,2,86,1,0
20221475,2023,6,2.02,78,0,85,1,0
20221476,2022,4,3.24,69,4,91,0,1
20221477,2021,5,2.11,46,0,69,0,1
20221478,2022,5,3.5,61,1,77,1,0
20221479,2022,5,3.25,89,2,71,1,0
20221480,2021,6,3.48,84,2,69,0,1
20221481,2021,5,2.4,113,3,83,0,1
20221482,2021,2,2.43,111,0,83,0,1
20221483,2021,8,3.14,130,0,97,1,0
20221484,2021,5,1.86,49,1,84,0,1
20221485,2021,4,3.25,53,2,67,1,0
20221486,2021,7,3.47,85,1,73,0,1
20221487,2023,4,2.63,114,1,90,0,0
20221488,2022,7,3.33,45,2,83,0,1
20221489,2021,4,2.15,60,1,75,1,1
20221490,2023,6,2.44,101,2,79,1,0
20221491,2023,4,3.75,136,1,97,0,0
20221492,2023,6,3.77,58,4,74,1,1
20221493,2022,6,2.83,127,1,73,0,1
20221494,2021,5,3.67,121,1,71,1,0
20221495,2023,2,2.85,138,4,93,0,1
20221496,2022,7,2.38,101,0,67,0,1
20221497,2022,5,2.33,122,2,78,1,0
20221498,2022,5,3.66,92,3,64,0,1
20221499,2023,8,2.14,63,4,86,1,1
20221500,2021,6,2.96,95,0,72,0,1
20221501,2023,6,2.91,101,1,91,1,0
20221502,2023,7,3.28,73,0,90,0,0
20221503,2021,4,2.8,61,4,96,0,1
20221504,2021,4,2.34,107,1,61,1,1
20221505,2021,5,2.14,96,0,66,0,1
20221506,2022,3,3.04,49,3,70,1,1
20221507,2021,3,3.24,105,2,70,0,1
20221508,2023,4,2.94,47,2,82,0,0
20221509,2021,3,3.28,136,4,90,0,1
20221510,2023,8,2.08,77,1,67,0,1
20221511,2022,4,3.56,101,1,91,1,0
20221512,2023,6,2.96,67,2,80,1,0
20221513,2023,5,2.05,49,0,90,1,0
20221514,2021,2,2.72,84,1,60,0,1
20221515,2021,5,3.49,104,3,72,1,1
20221516,2023,4,3.6,137,3,70,1,1
20221517,2021,8,2.33,106,1,88,0,1
20221518,2022,4,3.22,48,1,63,1,0
20221519,2022,5,2.0,44,2,95,0,1
20221520,2021,8,1.87,49,4,74,0,1
20221521,2022,8,2.92,51,2,62,1,0
20221522,2021,8,3.19,121,4,88,1,0
20221523,2023,7,3.39,97,3,80,1,0
20221524,2023,4,2.48,60,4,61,1,1
20221525,2022,3,1.81,60,2,65,0,1
20221526,2021,3,2.76,104,1,90,1,0
20221527,2021,4,1.83,42,4,83,0,1
20221528,2022,4,1.98,108,2,99,1,0
20221529,2023,7,2.45,128,3,76,0,1
20221530,2022,3,2.67,103,4,64,1,1
20221531,2023,4,2.36,88,3,61,1,1
20221532,2021,4,2.96,111,3,71,0,1
20221533,2023,7,1.91,56,0,64,1,1
20221534,2022,7,2.09,112,4,79,1,1
20221535,2021,5,3.19,71,2,67,1,0
20221536,2022,7,2.08,109,4,60,1,1
20221537,2022,2,3.08,60,4,65,0,1
20221538,2023,3,1.91,46,3,70,0,1
20221539,2022,5,2.61,46,3,62,1,1
20221540,2023,2,2.15,66,3,90,0,1
20221541,2021,4,2.02,47,3,87,1,1
20221542,2023,4,2.93,112,2,64,0,1
20221543,2021,5,3.66,67,1,85,0,0
20221544,2023,7,1.91,118,0,75,0,1
20221545,2022,8,2.64,105,3,90,1,0
20221546,2023,8,3.22,110,3,87,0,1
20221547,2023,4,2.73,86,0,66,0,1
20221548,2021,8,3.41,121,3,97,1,0
20221549,2022,6,2.16,125,1,68,0,1
20221550,2023,5,3.72,49,4,98,1,0
20221551,2022,2,2.57,72,0,94,0,0
20221552,2023,5,2.48,46,2,86,1,0
20221553,2023,3,3.55,42,0,71,0,1
20221554,2022,7,2.93,53,1,84,1,0
20221555,2023,7,2.83,83,2,88,0,0
20221556,2022,5,3.25,85,4,90,0,1
20221557,2023,4,2.96,100,3,93,1,0
20221558,2021,4,2.13,75,0,92,0,1
20221559,2022,6,3.15,52,2,86,0,0
20221560,2023,6,2.07,55,0,61,1,1
20221561,2023,7,3.41,119,4,73,1,1
20221562,2021,6,3.78,44,0,72,0,1
20221563,2022,2,2.55,128,2,83,1,0
20221564,2023,6,2.69,77,1,64,0,1
20221565,2021,2,1.89,89,2,93,1,0
20221566,2023,6,1.83,77,0,82,1,0
20221567,2022,7,3.64,95,4,78,1,0
20221568,2023,7,2.06,102,3,89,1,1
20221569,2023,2,2.69,87,3,75,0,1
20221570,2023,5,3.43,129,4,99,1,0
20221571,2023,7,3.58,98,0,93,0,0
20221572,2021,5,2.84,116,4,70,0,1
20221573,2021,4,2.93,83,0,73,0,1
20221574,2022,2,3.14,129,2,74,0,1
20221575,2021,8,3.72,94,1,94,0,0
20221576,2021,7,3.01,94,0,66,1,0
20221577,2022,3,2.92,40,3,88,1,0
20221578,2021,4,1.83,47,3,81,0,1
20221579,2021,5,1.96,43,1,82,0,1
20221580,2022,7,2.95,124,0,83,1,0
20221581,2022,2,3.67,125,1,94,0,1
20221582,2022,8,3.53,92,2,69,1,0
20221583,2023,6,3.77,97,1,67,0,1
20221584,2023,8,2.86,76,2,71,1,0
20221585,2022,3,3.38,88,3,88,1,1
20221586,2022,5,3.48,106,2,88,0,1
20221587,2022,4,3.1,58,0,82,1,0
20221588,2023,8,2.48,40,0,85,0,0
20221589,2023,2,2.74,68,0,96,1,0
20221590,2021,3,3.52,126,0,91,1,0
20221591,2021,2,2.4,72,4,97,0,1
20221592,2022,7,3.65,91,2,65,1,0
20221593,2023,6,2.26,80,0,67,1,1
20221594,2023,4,3.3,62,1,76,0,0
20221595,2023,2,3.06,44,1,71,1,0
20221596,2022,5,3.3,110,4,81,0,1
20221597,2021,7,2.67,96,2,73,0,1
20221598,2022,7,3.67,45,2,93,1,0
20221599,2021,4,3.06,88,2,78,0,0
20221600,2021,7,2.38,61,4,65,1,1
20221601,2022,5,3.08,116,2,77,1,0
20221602,2021,2,2.37,115,2,95,0,1
20221603,2021,4,2.39,43,0,96,1,1
20221604,2023,7,2.6,111,2,97,1,0
20221605,2021,7,3.5,103,0,74,1,0
20221606,2022,5,2.8,76,0,97,0,0
20221607,2022,6,3.16,70,2,99,0,0
20221608,2021,6,2.58,76,1,68,1,1
20221609,2023,8,2.33,84,3,65,0,1
20221610,2023,7,3.71,129,1,61,1,0
20221611,2021,2,3.01,47,2,75,1,0
20221612,2021,4,3.67,79,2,60,0,1
20221613,2022,7,2.21,136,1,89,0,1
20221614,2021,3,2.09,132,2,92,0,1
20221615,2023,4,3.51,44,0,60,1,0
20221616,2021,8,3.16,67,4,98,0,1
20221617,2022,6,2.17,120,2,75,1,0
20221618,2022,7,2.34,126,2,76,1,1
20221619,2022,5,3.4,48,1,97,1,0
20221620,2022,3,2.71,41,0,77,0,0
20221621,2022,7,3.14,102,1,81,0,1
20221622,2021,8,2.44,135,1,81,0,0
20221623,2021,2,2.56,90,2,94,1,0
20221624,2021,3,3.78,70,0,90,1,0
20221625,2021,8,2.3,46,2,99,0,1
20221626,2022,7,2.81,69,2,86,0,0
20221627,2023,2,3.49,97,2,95,0,1
20221628,2021,3,2.28,42,2,63,0,1
20221629,2023,2,2.63,90,4,64,0,1
20221630,2021,2,3.03,95,3,84,0,1
20221631,2021,3,2.76,112,0,90,0,0
20221632,2023,3,2.72,49,4,73,0,1
20221633,2022,2,2.53,100,3,89,0,1
20221634,2021,8,2.97,89,3,71,1,1
20221635,2021,6,3.05,86,3,86,0,1
20221636,2021,3,3.11,129,4,83,0,1
20221637,2023,7,1.94,40,0,89,1,0
20221638,2022,4,3.06,133,1,77,1,0
20221639,2023,5,3.71,96,3,73,1,1
20221640,2023,2,2.88,77,1,78,1,0
20221641,2022,2,3.23,101,1,81,1,0
20221642,2023,5,2.91,118,2,85,1,0
20221643,2022,6,3.51,128,1,66,1,0
20221644,2021,5,3.66,109,2,87,0,0
20221645,2022,3,2.17,121,0,97,0,1
20221646,2021,5,2.67,104,0,64,0,1
20221647,2023,2,2.58,101,2,95,1,0
20221648,2023,5,2.61,95,0,77,0,0
20221649,2021,4,2.05,106,3,73,1,1
20221650,2023,7,3.43,56,0,82,0,0
20221651,2022,3,1.87,47,2,73,1,1
20221652,2021,5,2.86,99,3,91,0,1
20221653,2023,2,3.12,79,1,64,0,1
20221654,2021,8,2.21,120,1,81,0,1
20221655,2022,7,3.61,128,1,87,0,0
20221656,2022,3,3.48,101,2,71,0,1
20221657,2023,2,2.74,80,1,77,0,0
20221658,2022,6,2.62,51,0,95,0,1
20221659,2021,4,2.27,132,1,90,1,1
20221660,2022,6,3.26,128,4,72,1,1
20221661,2021,4,2.06,139,4,79,0,1
20221662,2021,5,3.16,93,1,95,0,0
20221663,2022,3,3.48,128,1,66,0,1
20221664,2023,5,2.26,132,4,82,0,1
20221665,2022,4,3.53,50,1,93,1,0
20221666,2021,4,1.87,99,3,91,1,1
20221667,2021,4,3.63,107,4,80,0,1
20221668,2022,7,2.04,117,2,65,0,1
20221669,2023,2,3.09,85,4,75,0,1
20221670,2023,3,2.3,77,0,94,0,1
20221671,2021,5,3.47,100,3,79,1,0
20221672,2021,5,2.82,56,2,70,1,0
20221673,2023,6,2.07,105,1,91,1,0
20221674,2022,4,2.94,111,0,73,1,0
20221675,2021,8,2.62,75,0,83,0,0
20221676,2021,4,3.12,113,3,98,1,0
20221677,2023,4,3.56,46,2,90,0,0
20221678,2022,8,2.62,139,0,76,1,0
20221679,2023,5,2.38,55,2,84,1,0
20221680,2022,6,1.83,53,2,68,0,1
20221681,2022,2,2.95,119,0,81,1,0
20221682,2022,8,2.6,64,2,94,0,0
20221683,2021,7,2.55,43,3,96,0,1
20221684,2023,3,2.17,68,0,76,0,1
20221685,2023,8,2.66,95,3,87,0,1
20221686,2022,2,3.77,45,3,60,0,1
20221687,2021,5,2.4,40,2,68,1,1
20221688,2021,7,3.0,78,2,72,1,0
20221689,2023,7,3.35,40,0,91,0,0
20221690,2021,7,3.3,102,1,87,0,0
20221691,2021,4,2.46,96,0,90,0,0
20221692,2022,3,3.02,106,3,67,0,1
20221693,2021,5,3.54,104,2,67,1,0
20221694,2022,5,1.83,104,3,93,0,1
20221695,2023,7,2.67,60,4,82,1,0
20221696,2021,5,2.25,69,4,69,1,1
20221697,2023,3,2.58,135,3,96,0,1
20221698,2023,3,2.63,72,1,84,1,0
20221699,2021,6,3.29,87,1,92,0,0
20221700,2021,8,1.99,61,0,63,0,1
20221701,2023,8,2.83,133,0,66,1,0
20221702,2021,6,2.93,93,0,92,0,0
20221703,2022,2,2.79,43,2,61,0,1
20221704,2022,8,3.26,126,1,91,1,0
20221705,2021,3,2.57,94,3,64,1,1
20221706,2023,3,3.69,83,4,76,1,0
20221707,2021,8,2.76,128,1,71,0,1
20221708,2021,3,2.94,51,1,71,1,0
20221709,2023,6,3.45,120,1,94,1,0
20221710,2023,7,2.35,118,0,80,1,0
20221711,2022,7,1.95,113,2,80,1,0
20221712,2023,5,3.22,138,3,61,0,1
20221713,2022,7,2.77,91,0,80,1,0
20221714,2023,4,3.59,132,2,74,1,0
20221715,2021,6,3.77,115,1,70,0,1
20221716,2022,3,2.6,104,2,69,1,0
20221717,2022,8,2.63,104,0,77,1,0
20221718,2022,7,2.62,49,1,82,0,0
20221719,2021,6,2.45,57,0,90,0,0
20221720,2021,7,3.36,86,3,85,0,1
20221721,2021,2,3.32,105,1,61,0,1
20221722,2021,3,2.76,88,2,98,0,0
20221723,2021,2,1.89,111,0,66,1,1
20221724,2022,3,2.42,61,4,83,1,0
20221725,2021,6,2.38,125,2,98,1,0
20221726,2022,5,3.42,65,2,91,1,0
20221727,2021,7,1.98,129,1,85,0,1
20221728,2023,7,3.41,48,2,82,0,0
20221729,2022,4,3.14,60,0,73,0,1
20221730,2023,8,3.26,134,4,88,1,0
20221731,2022,2,2.66,102,3,84,0,1
20221732,2023,7,3.16,45,4,90,0,1
20221733,2021,6,3.02,53,0,61,1,0
20221734,2021,5,3.34,72,1,61,0,1
20221735,2021,8,2.69,110,0,82,0,0
20221736,2022,6,2.75,63,2,70,1,0
20221737,2023,2,3.09,112,1,88,1,0
20221738,2021,4,2.02,114,3,94,0,1
20221739,2023,7,2.67,126,3,68,1,1
20221740,2023,6,3.74,90,0,91,0,0
20221741,2021,8,1.88,41,2,89,1,1
20221742,2021,3,2.43,54,3,74,1,1
20221743,2023,5,2.43,74,4,73,1,1
20221744,2021,8,3.07,75,1,76,1,0
20221745,2021,6,2.01,131,4,81,0,1
20221746,2021,5,3.06,78,3,89,0,1
20221747,2022,7,1.99,43,3,76,0,1
20221748,2023,3,1.99,103,0,75,1,0
20221749,2023,4,3.26,113,0,67,0,1
20221750,2022,8,2.45,45,1,98,1,0
20221751,2023,4,3.75,96,0,90,0,0
20221752,2021,3,1.87,69,2,71,1,1
20221753,2023,5,2.69,138,1,92,1,0
20221754,2021,7,2.03,113,2,71,1,1
20221755,2022,6,2.5,135,0,84,0,0
20221756,2021,3,3.8,106,1,97,0,0
20221757,2023,2,3.58,129,3,77,0,1
20221758,2023,5,1.9,54,4,78,0,1
20221759,2023,4,2.93,56,3,62,1,1
20221760,2022,8,3.1,130,2,94,1,0
20221761,2022,3,2.22,57,3,64,1,1
20221762,2023,4,2.09,58,3,94,1,1
20221763,2021,5,3.61,115,4,86,0,1
20221764,2022,4,3.74,127,4,96,0,1
20221765,2023,3,3.78,108,3,80,1,0
20221766,2023,5,3.38,63,4,75,0,1
20221767,2022,2,3.13,130,3,87,1,0
20221768,2022,3,2.49,87,1,84,1,0
20221769,2022,6,2.14,69,3,92,1,1
20221770,2021,7,1.96,54,0,76,0,1
20221771,2021,3,3.19,86,4,89,1,0
20221772,2023,5,3.37,83,4,63,0,1
20221773,2022,8,3.45,137,2,61,1,0
20221774,2021,7,3.63,66,2,68,0,1
20221775,2022,3,3.56,123,0,90,0,1
20221776,2023,2,3.8,103,4,84,1,1
20221777,2021,8,2.29,80,4,96,1,1
20221778,2021,2,3.33,135,2,95,0,0
20221779,2021,6,2.97,107,2,64,0,1
20221780,2023,8,2.32,44,3,83,0,1
20221781,2022,4,3.76,92,4,83,1,0
20221782,2021,8,3.6,47,4,88,1,0
20221783,2023,7,2.06,61,3,90,0,1
20221784,2022,8,1.85,46,4,96,0,1
20221785,2023,5,3.18,61,0,78,0,0
20221786,2022,5,3.01,85,2,82,1,0
20221787,2023,4,3.67,69,2,94,1,0
20221788,2022,8,2.27,55,2,65,0,1
20221789,2021,2,1.97,118,1,65,0,1
20221790,2022,2,2.32,44,0,96,1,0
20221791,2023,3,1.84,106,0,89,1,0
20221792,2023,6,1.87,62,3,60,0,1
20221793,2022,7,3.63,100,1,67,0,1
20221794,2021,6,2.5,113,4,87,0,1
20221795,2021,8,2.62,44,0,84,1,0
20221796,2022,6,1.84,62,1,92,0,1
20221797,2022,3,2.34,118,1,97,0,1
20221798,2023,6,3.41,121,0,73,0,1
20221799,2021,4,3.03,64,3,70,1,1
20221800,2022,3,3.31,47,1,61,1,0
20221801,2021,4,2.69,134,2,89,1,0
20221802,2022,8,2.42,60,1,89,0,0
20221803,2022,3,2.77,41,4,63,1,1
20221804,2021,8,2.45,61,0,72,1,0
20221805,2022,8,3.48,111,4,66,1,1
20221806,2022,6,2.4,126,3,97,1,0
20221807,2023,4,3.12,135,2,62,1,0
20221808,2022,8,2.07,111,0,68,0,1
20221809,2022,4,3.17,107,1,73,0,1
20221810,2022,4,3.63,103,2,70,0,1
20221811,2023,3,3.02,133,1,96,0,0
20221812,2021,5,2.92,58,3,73,0,1
20221813,2023,6,3.72,126,0,78,1,0
20221814,2023,8,3.05,121,3,67,1,1
20221815,2021,4,2.32,92,3,66,0,1
20221816,2023,7,2.38,132,3,66,1,1
